time_ms,accuracy,count_and_lower_words_decision_0,count_and_lower_words_decision_1,count_and_lower_words_threshold_0,lowering_corpus_decision_0,lowering_corpus_decision_1,lowering_corpus_threshold_0,score_term_over_docs_decision_0,score_term_over_docs_decision_1,score_term_over_docs_threshold_0,selector_kernel_decision_0,selector_kernel_decision_1,selector_kernel_threshold_0,qos_loss,exact_accuracy
21823.720584,0.027276,1,1,1,1,1,3,2,1,39,1,1,7,0.352724,0.380000
21911.415517,0.019583,1,1,1,1,1,2,2,1,40,1,1,7,0.360417,0.380000
24197.614371,0.121726,1,1,1,0,1,1,0,0,39,0,1,5,0.258274,0.380000
20052.327681,0.321806,0,1,30,0,2,5,2,1,32,1,0,0,0.058194,0.380000
20020.228136,0.345139,0,1,727,0,2,3,2,1,32,1,0,0,0.034861,0.380000
14531.661619,0.270317,0,1,516,2,3,5,2,2,17,1,0,5,0.109683,0.380000
19906.739793,0.345139,0,1,727,0,2,3,2,1,32,1,0,2,0.034861,0.380000
19896.260306,0.345516,0,1,727,0,2,3,2,0,32,1,0,2,0.034484,0.380000
19878.773170,0.345516,0,1,727,0,2,4,2,0,32,1,0,2,0.034484,0.380000
19876.481620,0.345516,0,1,727,2,2,4,2,0,32,1,0,2,0.034484,0.380000
24658.819144,0.425675,0,0,727,2,2,4,0,0,32,1,0,1,0.000000,0.380000
16376.200401,0.007143,0,0,727,2,3,4,0,0,32,1,1,1,0.372857,0.380000
34383.564619,0.397222,0,0,727,2,0,4,0,0,32,1,0,1,0.000000,0.380000
20540.593451,0.296032,0,1,727,2,2,4,0,1,32,1,0,1,0.083968,0.380000
29388.041049,0.372698,1,0,727,3,1,4,0,0,32,1,0,1,0.007302,0.380000
22176.007081,0.025158,0,0,444,3,2,3,2,0,27,0,1,4,0.354842,0.380000
15349.653043,0.346726,0,1,727,2,3,4,0,0,32,1,0,1,0.033274,0.380000
24731.302012,0.425675,0,0,727,2,2,4,0,0,27,1,0,1,0.000000,0.380000
24746.569833,0.425675,0,0,727,2,2,4,0,0,32,0,0,1,0.000000,0.380000
24723.347896,0.425675,0,0,24,2,2,4,0,0,32,1,0,1,0.000000,0.380000
31681.471465,0.044046,1,0,99,1,0,1,2,1,12,1,1,3,0.335954,0.380000
24687.144948,0.425675,0,0,727,2,2,1,0,0,29,1,0,1,0.000000,0.380000
18441.683140,0.310480,0,0,727,2,3,4,0,0,32,1,0,1,0.069520,0.380000
14648.927973,0.092143,1,1,2,1,3,5,2,1,21,1,0,8,0.287857,0.380000
25331.602246,0.121806,1,1,38,1,0,5,2,1,21,1,0,8,0.258194,0.380000
21864.834923,0.057143,0,1,11,3,1,5,1,0,12,1,1,8,0.322857,0.380000
23159.648208,0.326587,0,1,16,2,1,1,2,1,23,0,0,7,0.053413,0.380000
20086.570716,0.352282,0,1,210,0,2,1,0,1,26,0,0,6,0.027718,0.380000
20072.644182,0.360615,0,1,210,0,2,1,0,1,21,0,0,7,0.019385,0.380000
20118.533715,0.381806,1,1,210,0,2,1,0,1,21,0,0,7,0.000000,0.380000
27025.848039,0.032143,1,0,74,1,1,1,1,0,5,0,1,0,0.347857,0.380000
19053.165336,0.179463,1,1,210,0,2,1,0,1,21,1,0,7,0.200537,0.380000
20110.373883,0.356806,1,1,199,0,2,1,0,1,20,0,0,7,0.023194,0.380000
16154.163179,0.036786,0,0,13,1,3,3,0,1,28,1,1,4,0.343214,0.380000
20151.189457,0.381806,1,1,210,1,2,1,0,1,21,0,0,6,0.000000,0.380000
20103.242814,0.362361,1,1,210,0,2,1,0,1,19,0,0,1,0.017639,0.380000
20154.971402,0.381806,1,1,210,0,2,1,0,1,21,0,0,6,0.000000,0.380000
24310.224880,0.349504,0,0,6,0,2,2,0,1,30,1,0,2,0.030496,0.380000
20043.324679,0.369623,1,1,210,3,2,1,0,1,8,0,0,7,0.010377,0.380000
19586.095189,0.336806,1,1,210,0,2,1,2,1,21,0,0,7,0.043194,0.380000
20202.366720,0.363472,1,1,210,0,2,1,0,1,24,0,0,7,0.016528,0.380000
14976.877805,0.397421,0,1,1,2,3,4,0,1,15,0,0,3,0.000000,0.380000
17550.440016,0.030893,1,1,111,1,2,1,2,2,34,0,1,0,0.349107,0.380000
26281.159917,0.044286,0,0,14,2,1,1,2,1,37,1,1,9,0.335714,0.380000
12703.485968,0.042143,1,1,727,0,3,2,2,1,21,1,1,7,0.337857,0.380000
24831.013942,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
31721.135646,0.027083,0,0,0,0,0,0,2,2,0,1,1,0,0.352917,0.380000
23823.673521,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
26342.185001,0.014583,1,1,0,0,0,0,0,0,0,1,1,0,0.365417,0.380000
27626.239135,0.415556,1,1,0,0,0,0,1,1,0,0,0,0,0.000000,0.380000
23852.511454,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
23836.112071,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
23819.248678,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
23820.398961,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
20046.723963,0.327282,1,1,0,2,2,0,1,1,0,0,0,0,0.052718,0.380000
19986.593721,0.327282,1,1,0,2,2,0,1,1,0,0,0,0,0.052718,0.380000
20026.003481,0.327282,1,1,0,2,2,0,1,1,0,0,0,0,0.052718,0.380000
24217.519668,0.352282,0,0,0,2,2,0,1,1,0,0,0,0,0.027718,0.380000
24148.313668,0.352282,0,0,0,2,2,0,1,1,0,0,0,0,0.027718,0.380000
20005.418188,0.327282,1,1,0,2,2,0,1,1,0,0,0,0,0.052718,0.380000
19587.421917,0.292758,1,1,0,2,2,0,2,2,0,0,0,0,0.087242,0.380000
19566.772438,0.292758,1,1,0,2,2,0,2,2,0,0,0,0,0.087242,0.380000
19545.053423,0.292758,1,1,0,2,2,0,2,2,0,0,0,0,0.087242,0.380000
17719.692481,0.030893,1,1,0,2,2,0,2,2,0,1,1,0,0.349107,0.380000
19534.677824,0.292758,1,1,0,2,2,0,2,2,0,0,0,0,0.087242,0.380000
19563.809768,0.292758,1,1,0,2,2,0,2,2,0,0,0,0,0.087242,0.380000
19590.899741,0.292758,1,1,0,2,2,0,2,2,0,0,0,0,0.087242,0.380000
23752.583788,0.302361,0,0,0,2,2,0,2,2,0,0,0,0,0.077639,0.380000
17737.232102,0.030893,1,1,0,2,2,0,2,2,0,1,1,0,0.349107,0.380000
19582.810381,0.292758,1,1,0,2,2,0,2,2,0,0,0,0,0.087242,0.380000
19636.837973,0.292758,1,1,0,2,2,0,2,2,0,0,0,0,0.087242,0.380000
19635.556419,0.292758,1,1,0,2,2,0,2,2,0,0,0,0,0.087242,0.380000
14603.767987,0.291369,1,1,0,3,3,0,2,2,0,0,0,0,0.088631,0.380000
33193.835542,0.016250,0,0,0,0,0,0,0,0,0,1,1,0,0.363750,0.380000
34050.888807,0.412778,0,0,0,0,0,0,2,2,0,0,0,0,0.000000,0.380000
31196.700706,0.027083,0,0,0,0,0,0,2,2,0,1,1,0,0.352917,0.380000
27084.686700,0.427778,1,1,0,0,0,0,2,2,0,0,0,0,0.000000,0.380000
33791.850485,0.425397,0,0,0,0,0,0,1,1,0,0,0,0,0.000000,0.380000
27140.778581,0.427778,1,1,0,0,0,0,2,2,0,0,0,0,0.000000,0.380000
27162.635237,0.427778,1,1,0,0,0,0,2,2,0,0,0,0,0.000000,0.380000
14979.327463,0.348359,1,1,0,3,3,0,1,1,0,0,0,0,0.031641,0.380000
22433.210250,0.036442,0,0,0,2,2,0,1,1,0,1,1,0,0.343558,0.380000
25840.161243,0.036250,1,1,0,0,0,0,1,1,0,1,1,0,0.343750,0.380000
15013.035828,0.348359,1,1,0,3,3,0,1,1,0,0,0,0,0.031641,0.380000
14942.403521,0.348359,1,1,0,3,3,0,1,1,0,0,0,0,0.031641,0.380000
14952.498483,0.348359,1,1,0,3,3,0,1,1,0,0,0,0,0.031641,0.380000
14994.410886,0.348359,1,1,0,3,3,0,1,1,0,0,0,0,0.031641,0.380000
18309.723529,0.042658,1,1,0,2,2,0,1,1,0,1,1,0,0.337342,0.380000
20040.876828,0.327282,1,1,0,2,2,0,1,1,0,0,0,0,0.052718,0.380000
15116.838374,0.304167,1,1,0,3,3,0,0,0,0,0,0,0,0.075833,0.380000
22286.286952,0.036442,0,0,0,2,2,0,1,1,0,1,1,0,0.343558,0.380000
14894.485172,0.348359,1,1,0,3,3,0,1,1,0,0,0,0,0.031641,0.380000
14910.050628,0.348359,1,1,0,3,3,0,1,1,0,0,0,0,0.031641,0.380000
20037.691071,0.327282,1,1,0,2,2,0,1,1,0,0,0,0,0.052718,0.380000
14922.507312,0.348359,1,1,0,3,3,0,1,1,0,0,0,0,0.031641,0.380000
14908.243331,0.348359,1,1,0,3,3,0,1,1,0,0,0,0,0.031641,0.380000
14916.870580,0.348359,1,1,0,3,3,0,1,1,0,0,0,0,0.031641,0.380000
16029.569245,0.032143,0,0,0,3,3,0,1,1,0,1,1,0,0.347857,0.380000
14918.251533,0.348359,1,1,0,3,3,0,1,1,0,0,0,0,0.031641,0.380000
14588.267677,0.291369,1,1,0,3,3,0,2,2,0,0,0,0,0.088631,0.380000
26508.781225,0.007143,0,0,0,1,1,0,2,2,0,1,1,0,0.372857,0.380000
14910.012802,0.348359,1,1,0,3,3,0,1,1,0,0,0,0,0.031641,0.380000
16553.838824,0.022143,0,0,0,3,3,0,2,2,0,1,1,0,0.357857,0.380000
15854.809162,0.022143,0,0,0,3,3,0,2,2,0,1,1,0,0.357857,0.380000
22024.472367,0.019583,0,0,0,2,2,0,2,2,0,1,1,0,0.360417,0.380000
25006.747402,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
29444.854024,0.382222,0,0,0,1,1,0,0,0,0,0,0,0,0.000000,0.380000
24000.525130,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
18339.022387,0.042658,1,1,0,2,2,0,1,1,0,1,1,0,0.337342,0.380000
23982.475986,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
23945.626083,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
20113.005632,0.302282,1,1,0,2,2,0,1,1,0,0,0,0,0.077718,0.380000
23973.136913,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
24036.189379,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
18304.291886,0.042658,1,1,0,2,2,0,1,1,0,1,1,0,0.337342,0.380000
16166.656766,0.032143,0,0,0,3,3,0,1,1,0,1,1,0,0.347857,0.380000
14923.618235,0.348359,1,1,0,3,3,0,1,1,0,0,0,0,0.031641,0.380000
20105.949737,0.302282,1,1,0,2,2,0,1,1,0,0,0,0,0.077718,0.380000
27150.421962,0.427778,1,1,0,0,0,0,2,2,0,0,0,0,0.000000,0.380000
22482.704907,0.057143,1,1,0,1,1,0,0,0,0,1,1,0,0.322857,0.380000
23649.698821,0.310694,0,0,0,2,2,0,2,2,0,0,0,0,0.069306,0.380000
28863.451465,0.334425,0,0,0,1,1,0,1,1,0,0,0,0,0.045575,0.380000
23862.154257,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
23850.844194,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
22012.502568,0.007143,1,1,0,1,1,0,1,1,0,1,1,0,0.372857,0.380000
29310.889935,0.382222,0,0,0,1,1,0,0,0,0,0,0,0,0.000000,0.380000
23837.351814,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
23847.348845,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
23850.329915,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
17226.231669,0.007143,0,0,0,3,3,0,0,0,0,1,1,0,0.372857,0.380000
19006.388570,0.302282,0,0,0,3,3,0,1,1,0,0,0,0,0.077718,0.380000
18054.969023,0.302282,0,0,0,3,3,0,1,1,0,0,0,0,0.077718,0.380000
18012.005326,0.302282,0,0,0,3,3,0,1,1,0,0,0,0,0.077718,0.380000
29222.495494,0.334425,0,0,0,1,1,0,1,1,0,0,0,0,0.045575,0.380000
24155.950988,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
15061.311910,0.348359,1,1,0,3,3,0,1,1,0,0,0,0,0.031641,0.380000
24174.708381,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
24480.416318,0.326290,1,1,0,1,1,0,0,0,0,0,0,0,0.053710,0.380000
17893.682381,0.030893,1,1,0,2,2,0,2,2,0,1,1,0,0.349107,0.380000
22088.690847,0.019583,0,0,0,2,2,0,2,2,0,1,1,0,0.360417,0.380000
29139.467118,0.334425,0,0,0,1,1,0,1,1,0,0,0,0,0.045575,0.380000
24134.417741,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
24067.520212,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
24110.238571,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
20178.177911,0.327282,1,1,0,2,2,0,1,1,0,0,0,0,0.052718,0.380000
24011.741330,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
24002.672740,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
24030.823999,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
27800.373262,0.415556,1,1,0,0,0,0,1,1,0,0,0,0,0.000000,0.380000
27811.522120,0.415556,1,1,0,0,0,0,1,1,0,0,0,0,0.000000,0.380000
27840.244714,0.415556,1,1,0,0,0,0,1,1,0,0,0,0,0.000000,0.380000
27749.670353,0.415556,1,1,0,0,0,0,1,1,0,0,0,0,0.000000,0.380000
27791.917383,0.415556,1,1,0,0,0,0,1,1,0,0,0,0,0.000000,0.380000
27853.819168,0.415556,1,1,0,0,0,0,1,1,0,0,0,0,0.000000,0.380000
28309.737845,0.355556,1,1,0,0,0,0,0,0,0,0,0,0,0.024444,0.380000
