time_ms,accuracy,compute_similarities_with_state_decision_0,compute_similarities_with_state_decision_1,compute_similarities_with_state_threshold_0,parse_embedding_decision_0,parse_embedding_decision_1,parse_embedding_threshold_0,selector_kernel_decision_0,selector_kernel_decision_1,selector_kernel_threshold_0,idx,qos_loss,exact_accuracy
4340.130431,0.296667,0,0,2,1,1,2,1,0,5,,0.105333,0.402000
5310.830113,0.486667,0,0,3,1,1,9,0,0,5,,0.000000,0.402000
5431.363730,0.420000,0,2,2,0,2,8,0,0,9,,0.000000,0.402000
5405.413772,0.486667,0,0,3,1,1,5,0,0,5,,0.000000,0.402000
3924.890293,0.382857,2,2,2,2,1,9,0,1,7,,0.019143,0.402000
5136.939901,0.446667,0,0,4,2,1,2,0,0,5,,0.000000,0.402000
4119.907917,0.122222,0,2,4,2,0,8,1,0,9,,0.279778,0.402000
4067.930892,0.342857,2,2,4,2,0,8,1,0,3,,0.059143,0.402000
4310.910323,0.329524,1,2,2,1,2,3,1,0,0,,0.072476,0.402000
4398.541854,0.289524,1,2,4,2,0,8,1,0,3,,0.112476,0.402000
4634.827481,0.349524,1,0,2,0,2,2,1,0,4,,0.052476,0.402000
6293.201504,0.366667,1,0,2,0,0,2,1,0,4,,0.035333,0.402000
4937.084251,0.329524,2,0,2,0,2,4,1,0,4,,0.072476,0.402000
3206.923922,0.158889,0,1,3,1,2,5,0,1,3,,0.243111,0.402000
6478.999282,0.366667,0,0,2,0,0,2,1,0,4,,0.035333,0.402000
3263.266191,0.306667,2,2,2,2,2,2,0,1,5,,0.095333,0.402000
3432.520367,0.190000,0,2,5,1,2,7,0,1,3,,0.212000,0.402000
5788.504830,0.269524,1,1,2,0,0,2,1,0,4,,0.132476,0.402000
5369.037959,0.486667,0,0,3,1,1,1,0,0,5,,0.000000,0.402000
3210.359771,0.198889,0,1,4,1,2,8,1,0,9,,0.203111,0.402000
3403.172893,0.118889,1,0,4,1,2,10,0,1,2,,0.283111,0.402000
5791.510193,0.389524,2,1,2,0,0,1,1,0,2,,0.012476,0.402000
5100.116660,0.406667,1,0,3,2,1,1,0,0,5,,0.000000,0.402000
4485.264594,0.369524,1,2,5,2,1,7,0,1,9,,0.032476,0.402000
4158.353282,0.158889,0,1,4,0,1,6,0,1,0,,0.243111,0.402000
5387.272551,0.486667,0,0,3,1,1,1,0,0,1,,0.000000,0.402000
5345.533141,0.322857,2,2,3,0,2,9,1,0,0,,0.079143,0.402000
4942.060316,0.408889,0,0,3,1,1,1,0,1,6,,0.000000,0.402000
5805.861387,0.446667,0,2,5,0,2,6,0,0,9,,0.000000,0.402000
5386.731858,0.486667,0,0,3,1,1,1,0,0,4,,0.000000,0.402000
4348.610729,0.158889,1,1,2,0,0,7,1,1,1,,0.243111,0.402000
4394.898424,0.296667,0,0,2,1,1,2,1,0,5,,0.105333,0.402000
5368.362767,0.486667,0,0,3,1,1,9,0,0,5,,0.000000,0.402000
6279.524726,0.486667,0,0,2,1,0,4,0,0,5,,0.000000,0.402000
4609.871922,0.348889,0,0,3,1,1,6,0,1,5,,0.053111,0.402000
5295.511012,0.486667,0,0,3,1,2,9,0,0,5,,0.000000,0.402000
4392.392843,0.348889,0,0,3,1,2,9,0,1,5,,0.053111,0.402000
4005.044298,0.122222,0,2,4,2,0,8,1,0,9,,0.279778,0.402000
4009.023329,0.345714,2,2,4,2,0,8,1,0,3,,0.056286,0.402000
4251.529662,0.332381,1,2,2,1,2,3,1,0,0,,0.069619,0.402000
4323.698138,0.292381,1,2,4,2,0,8,1,0,3,,0.109619,0.402000
4536.059004,0.349524,1,0,2,0,2,2,1,0,4,,0.052476,0.402000
6178.265703,0.366667,1,0,2,0,0,2,1,0,4,,0.035333,0.402000
4842.308247,0.329524,2,0,2,0,2,4,1,0,4,,0.072476,0.402000
3141.266639,0.158889,0,1,3,1,2,5,0,1,3,,0.243111,0.402000
6332.422738,0.366667,0,0,2,0,0,2,1,0,4,,0.035333,0.402000
3272.592518,0.306667,2,2,2,2,2,2,0,1,5,,0.095333,0.402000
3367.860129,0.190000,0,2,5,1,2,7,0,1,3,,0.212000,0.402000
5672.061183,0.269524,1,1,2,0,0,2,1,0,4,,0.132476,0.402000
5290.154354,0.486667,0,0,3,1,1,1,0,0,5,,0.000000,0.402000
3142.516817,0.198889,0,1,4,1,2,8,1,0,9,,0.203111,0.402000
3330.894485,0.118889,1,0,4,1,2,10,0,1,2,,0.283111,0.402000
5687.972351,0.389524,2,1,2,0,0,1,1,0,2,,0.012476,0.402000
5018.937298,0.406667,1,0,3,2,1,1,0,0,5,,0.000000,0.402000
4398.212181,0.369524,1,2,5,2,1,7,0,1,9,,0.032476,0.402000
4022.231974,0.158889,0,1,4,0,1,6,0,1,0,,0.243111,0.402000
5285.448670,0.486667,0,0,3,1,1,1,0,0,1,,0.000000,0.402000
5195.183852,0.446667,0,0,3,2,1,1,0,0,1,,0.000000,0.402000
5285.156476,0.486667,0,0,2,1,1,1,0,0,10,,0.000000,0.402000
4747.866982,0.446667,0,0,2,1,2,1,0,0,10,,0.000000,0.402000
5718.181025,0.486667,0,0,2,0,1,3,0,0,10,,0.000000,0.402000
5279.631015,0.486667,0,0,2,1,1,4,0,1,10,,0.000000,0.402000
3404.394660,0.158889,0,0,2,1,1,4,1,0,10,,0.243111,0.402000
5287.207454,0.486667,0,0,2,1,1,9,0,1,10,,0.000000,0.402000
5306.804395,0.486667,0,0,2,1,1,4,0,1,8,,0.000000,0.402000
5291.571498,0.486667,0,0,1,1,1,4,0,1,10,,0.000000,0.402000
4950.280234,0.446667,0,1,2,1,1,7,0,1,10,,0.000000,0.402000
5853.641121,0.486667,0,0,2,0,1,4,0,1,10,,0.000000,0.402000
8387.184585,0.486667,0,0,0,0,0,0,0,0,0,1,0.000000,0.402000
5326.170002,0.486667,0,0,0,1,1,0,0,0,0,2,0.000000,0.402000
4779.007853,0.446667,0,0,0,2,2,0,0,0,0,3,0.000000,0.402000
6150.580041,0.349524,1,1,0,0,0,0,0,0,0,4,0.052476,0.402000
4844.402630,0.349524,1,1,0,1,1,0,0,0,0,5,0.052476,0.402000
4345.290970,0.309524,1,1,0,2,2,0,0,0,0,6,0.092476,0.402000
5513.565312,0.362857,2,2,0,0,0,0,0,0,0,7,0.039143,0.402000
4384.859155,0.362857,2,2,0,1,1,0,0,0,0,8,0.039143,0.402000
4038.080855,0.382857,2,2,0,2,2,0,0,0,0,9,0.019143,0.402000
6863.907080,0.486667,0,0,0,0,0,0,0,0,0,10,0.000000,0.402000
